ID,species,year,month,sex,SL,mass,alleles,genotype,Gen_freq_all,Gen_freq_species,avg_freq_species,avg_freq_all,freq_rare_species,freq_rare_all,phenotype,num_supertype,supertype,freq_super_species,freq_super_all,gill,acantho,,,
GSF2303-ESPCC6_3102019,orangethroat,2019,March,F,40.03,1.02,5,025/063/092/098/124,0.003,0.016,,,,,,2,1/3,,,0,0,,,
GSF2303-ESPCC8_3102019,orangethroat,2019,March,M,43.36,1.45,6,012/033/049/055/092/124,0.003,0.016,,,,,,4,1/2/3/4,,,0,0,,,
GSF2303-ESPCC9_3102019,orangethroat,2019,March,M,40.52,0.92,3,004/044/092,0.003,0.016,,,,,,2,2/3,,,0,0,,,
GSF2303-ESPCC10_3102019,orangethroat,2019,March,F,38.1,0.77,1,032,0.006,0.033,,,,,,1,3,,,0,0,,,
GSF2303-ESPCC19_3102019,orangethroat,2019,March,F,35.66,0.69,3,007/092/124,0.003,0.016,,,,,,2,3/4,,,0,0,,,
GSF2303-ESPCC20_3102019,orangethroat,2019,March,F,37.85,0.76,2,007/037,0.006,0.033,,,,,,1,4,,,0,0,,,
GSF2450-G6-ESPCC2_6282019,orangethroat,2019,June,,,,1,111,0.003,0.016,,,,,,1,3,,,0,0,,,
GSF2450-G10-ESPCC1_3162020,orangethroat,2020,March,M,42.77,1.38,4,008/035/111/118,0.003,0.016,,,,,,3,2/3/4,,,0,2,,,
GSF2450-H10-ESPCC6_3162020,orangethroat,2020,March,M,37.35,0.89,3,036/039/093,0.003,0.016,,,,,,3,1/3/4,,,0,0,,,
GSF2450-A11-ESPCC5_3162020,orangethroat,2020,March,M,39.85,1.06,1,007,0.013,0.049,,,,,,1,4,,,0,0,,,
GSF2450-G11-ESPCC3_3162020,orangethroat,2020,March,M,40.2,1.2,2,119/120,0.003,0.016,,,,,,1,4,,,0,1,,,
GSF2450-H11-ESPCC4_3162020,orangethroat,2020,March,M,47.81,1.43,1,051,0.006,0.033,,,,,,1,4,,,0,1,,,
GSF2450-A12-ESPCC8_3162020,orangethroat,2020,March,M,40.48,1.23,2,061/111,0.003,0.016,,,,,,1,3,,,0,0,,,
GSF2450-B12-ESPCC7_3162020,orangethroat,2020,March,M,40.64,1.19,3,036/039/061,0.003,0.016,,,,,,2,1/3,,,0,0,,,
GSF2679-E3-ESPCC1_08022020,orangethroat,2020,August,,40.4,0.88,3,004/009/043,0.003,0.016,,,,,,2,2/3,,,0,0,,,
GSF2450-B11-ESPCC2R1_3162020,orangethroat,2020,March,M,48.68,1.92,1,111,0.003,0.016,,,,,,1,3,,,0,0,,,
ECCC11_10132018,rainbow,2018,October,,,0.93,2,002/003,0.003,0.007,,,,,,1,3,,,,,,,
ECCC13_10132018,rainbow,2018,October,,,0.51,3,004/005/006,0.016,0.007,,,,,,3,2/3/4,,,,,,,
ECCC14_10132018,rainbow,2018,October,,,0.45,1,002,0.003,0.034,,,,,,1,3,,,,,,,
ECCC15_10132018,rainbow,2018,October,,,0.85,1,124,0.060,0.007,,,,,,1,3,,,,,,,
ECCC16_10132018,rainbow,2018,October,,,0.53,1,004,0.016,0.123,,,,,,1,2,,,,,,,
ECCC17_10132018,rainbow,2018,October,,,0.5,1,007,0.013,0.034,,,,,,1,4,,,,,,,
ECCC19_10132018,rainbow,2018,October,,,0.47,3,002/006/008,0.003,0.007,,,,,,2,3/4,,,,,,,
ECCC1_10132018,rainbow,2018,October,,,0.58,2,009/010,0.009,0.007,,,,,,1,3,,,0,,,,
ECCC21_10132018,rainbow,2018,October,,,0.47,2,001/011,0.006,0.021,,,,,,2,3/4,,,0,,,,
ECCC25_10132018,rainbow,2018,October,,,2.13,4,012/013/014/015,0.003,0.014,,,,,,3,1/3/4,,,5,,,,
ECCC26_10132018,rainbow,2018,October,,,0.43,1,001,0.003,0.007,,,,,,1,4,,,1,,,,
ECCC27_10132018,rainbow,2018,October,,,0.91,3,001/013/123,0.003,0.007,,,,,,1,4,,,0,,,,
ECCC28_10132018,rainbow,2018,October,,,0.59,2,001/011,0.006,0.007,,,,,,2,3/4,,,0,,,,
ECCC29_10132018,rainbow,2018,October,,,1.09,5,001/012/013/057/123,0.003,0.014,,,,,,3,2/3/4,,,0,,,,
ECCC32_10132018,rainbow,2018,October,,,0.45,3,004/005/006,0.016,0.007,,,,,,3,2/3/4,,,0,,,,
ECCC34_10132018,rainbow,2018,October,,,0.64,3,001/003/019,0.003,0.034,,,,,,3,1/3/4,,,0,,,,
ECCC36_10132018,rainbow,2018,October,,,0.52,3,001/003/022,0.003,0.007,,,,,,2,3/4,,,0,,,,
ECCC37_10132018,rainbow,2018,October,,,0.55,2,001/010,0.003,0.007,,,,,,2,3/4,,,0,,,,
ECCC38_10132018,rainbow,2018,October,,,0.57,1,001,0.003,0.007,,,,,,1,4,,,0,,,,
ECCC3_10132018,rainbow,2018,October,,,0.96,3,013/048/057,0.003,0.007,,,,,,2,2/3/4,,,0,,,,
ECCC41_10132018,rainbow,2018,October,,,0.6,1,016,0.003,0.007,,,,,,1,3,,,0,,,,
ECCC42_10132018,rainbow,2018,October,,,0.71,1,124,0.060,0.007,,,,,,1,3,,,0,,,,
ECCC43_10132018,rainbow,2018,October,,,0.66,3,001/017/018,0.003,0.123,,,,,,2,1/3/4,,,0,,,,
ECCC44_10132018,rainbow,2018,October,,,0.48,1,004,0.016,0.007,,,,,,1,2,,,0,,,,
ECCC45_10132018,rainbow,2018,October,,,0.58,1,004,0.016,0.034,,,,,,1,2,,,0,,,,
ECCC46_10132018,rainbow,2018,October,,,0.46,3,001/004/012,0.003,0.034,,,,,,3,2/3/4,,,0,,,,
ECCC4_10132018,rainbow,2018,October,,,0.68,1,011,0.006,0.007,,,,,,1,3,,,0,,,,
ECCC5_10132018,rainbow,2018,October,,,0.85,1,003,0.003,0.014,,,,,,1,3,,,0,,,,
ECCC6_10132018,rainbow,2018,October,,,1.35,3,001/020/057,0.003,0.007,,,,,,3,2/3/4,,,0,,,,
ECCC7_10132018,rainbow,2018,October,,,0.65,3,004/005/006,0.016,0.007,,,,,,3,2/3/4,,,0,,,,
ECCC8_10132018,rainbow,2018,October,,,0.82,3,012/021/022,0.003,0.034,,,,,,1,3,,,0,,,,
ECCC9_10132018,rainbow,2018,October,,,0.77,1,023,0.013,0.007,,,,,,1,3,,,0,,,,
ECCC11_4212019,rainbow,2019,April,F,38.86,0.94,1,124,0.060,0.027,,,,,,1,3,,,0,2,,,
ECCC9_4212019,rainbow,2019,April,F,52.88,2.77,1,009,0.025,0.123,,,,,,1,3,,,1,3,,,
ECCC8_4062019,rainbow,2019,April,,,,2,048/049,0.003,0.055,,,,,,2,3/4,,,,,,,
ECCC8_4212019,rainbow,2019,April,M,41.14,1.21,1,048,0.003,0.007,,,,,,1,3,,,0,0,,,
ECCC14_4062019,rainbow,2019,April,,,,1,004,0.016,0.007,,,,,,1,2,,,,,,,
ECCC7_4212019,rainbow,2019,April,M,37.06,0.89,1,009,0.025,0.034,,,,,,1,3,,,0,0,,,
ECCC3_4062019,rainbow,2019,April,,,,2,002/058,0.003,0.055,,,,,,2,1/3,,,,,,,
ECCC12_4062019,rainbow,2019,April,,,,1,009,0.025,0.007,,,,,,1,3,,,,,,,
ECCC10_4062019,rainbow,2019,April,,,,3,018/049/059,0.003,0.055,,,,,,3,1/3/4,,,,,,,
ECCC13_4062019,rainbow,2019,April,,,,1,125,0.016,0.007,,,,,,1,3,,,,,,,
ECCC9_4062019,rainbow,2019,April,,,,2,009/013,0.003,0.034,,,,,,2,3/4,,,,,,,
ECCC5_4062019,rainbow,2019,April,,,,1,013,0.006,0.007,,,,,,1,4,,,,,,,
ECCC12_4212019,rainbow,2019,April,F,39.44,1.16,1,056,0.006,0.014,,,,,,1,3,,,0,0,,,
ECCC1_4212019,rainbow,2019,April,M,45.93,1.67,1,023,0.013,0.007,,,,,,1,3,,,0,0,,,
ECCC1_4062019,rainbow,2019,April,,,,2,009/049,0.003,0.027,,,,,,2,3/4,,,,,,,
ECCC16_4062019,rainbow,2019,April,,,,2,013/023,0.003,0.007,,,,,,2,3/4,,,,,,,
ECCC18_4062019,rainbow,2019,April,,,,1,009,0.025,0.007,,,,,,1,3,,,,,,,
ECCC17_4212019,rainbow,2019,April,M,45.06,1.6,1,030,0.009,0.055,,,,,,1,1,,,0,0,,,
ECCC4_4212019,rainbow,2019,April,M,51.24,2.54,1,018,0.009,0.007,,,,,,1,1,,,0,0,,,
ECCC15_4062019,rainbow,2019,April,,,,3,002/004/049,0.003,0.021,,,,,,3,2/3/4,,,,,,,
ECCC21_4062019,rainbow,2019,April,,,,2,023/124,0.003,0.007,,,,,,1,3,,,,,,,
ECCC10_4212019,rainbow,2019,April,F,49.75,2.22,2,010/013,0.003,0.007,,,,,,1,3/4,,,0,3,,,
ECCC7_4062019,rainbow,2019,April,,,,2,010/070,0.003,0.007,,,,,,2,3/4,,,,,,,
ECCC2_4212019,rainbow,2019,April,M,48.09,2.08,2,010/023,0.003,0.007,,,,,,1,3,,,0,0,,,
ECCC20_4062019,rainbow,2019,April,,,,2,002/071,0.003,0.007,,,,,,2,1/3,,,,,,,
ECCC5_4212019,rainbow,2019,April,M,46.75,1.78,1,072,0.003,0.007,,,,,,1,4,,,0,1,,,
ECCC2_4062019,rainbow,2019,April,,,,2,002/073,0.003,0.007,,,,,,1,3,,,,,,,
ECCC19_4062019,rainbow,2019,April,,,,2,002/014,0.006,0.007,,,,,,1,1/3,,,,,,,
ECCC4_4062019,rainbow,2019,April,,,,1,077,0.003,0.014,,,,,,1,4,,,,,,,
ECCC18_4212019,rainbow,2019,April,M,39.22,0.98,1,078,0.006,0.007,,,,,,1,1,,,0,0,,,
ECCC6_4062019,rainbow,2019,April,,,,1,124,0.060,0.014,,,,,,1,3,,,,,,,
ECCC11_4062019,rainbow,2019,April,,,,1,124,0.060,0.123,,,,,,1,3,,,,,,,
ECCC14_4212019,rainbow,2019,April,F,33.03,0.71,1,005,0.013,0.123,,,,,,1,3,,,0,0,,,
ESPCC14X_4212019,rainbow,2019,April,,,,1,124,0.060,0.027,,,,,,1,3,,,,,,,
ECCC20_4212019,rainbow,2019,April,M,35.74,0.65,2,080/081,0.003,0.123,,,,,,2,1/4,,,0,0,,,
ECCC6_4212019,rainbow,2019,April,M,43.97,1.49,1,124,0.060,0.007,,,,,,1,3,,,0,0,,,
ECCC13_4212019,rainbow,2019,April,F,36.44,0.82,2,009/010,0.009,0.123,,,,,,1,3,,,0,0,,,
ECCC15_4212019,rainbow,2019,April,F,38.84,1.04,1,005,0.013,0.021,,,,,,1,3,,,0,0,,,
ECCC17_4062019,rainbow,2019,April,,,,2,004/080,0.003,0.027,,,,,,2,2/4,,,,,,,
GSF2303-ECCC9_6282019,rainbow,2019,June,F,50.96,1.96,3,012/054/055,0.006,0.007,,,,,,3,2/3/4,,,0,0,,,
GSF2303-ECCC10_6282019,rainbow,2019,June,M,39.36,1.17,2,078/088,0.003,0.007,,,,,,1,1,,,0,0,,,
GSF2303-ECCC2_6282019,rainbow,2019,June,M,44.81,1.61,1,005,0.013,0.007,,,,,,1,3,,,0,0,,,
GSF2303-ECCC3_6282019,rainbow,2019,June,M,43.8,1.24,1,124,0.060,0.027,,,,,,1,3,,,0,0,,,
GSF2303-ECCC5_6282019,rainbow,2019,June,M,41.03,0.82,1,124,0.060,0.123,,,,,,1,3,,,0,0,,,
GSF2303-ECCC6_6282019,rainbow,2019,June,M,42.93,1.16,1,124,0.060,0.123,,,,,,1,3,,,1,0,,,
GSF2450-B1-ECCC1_3162020,rainbow,2020,March,M,58.55,4.19,2,013/100,0.003,0.123,,,,,,2,3/4,,,3,1,,,
GSF2450-C1-ECCC2_3162020,rainbow,2020,March,M,59.13,3.1,2,011/101,0.003,0.007,,,,,,2,3/4,,,0,2,,,
GSF2450-D1-ECCC3_3162020,rainbow,2020,March,M,49.96,2.31,2,102/103,0.003,0.007,,,,,,2,2/3,,,2,2,,,
GSF2450-E1-ECCC4_3162020,rainbow,2020,March,M,43.32,1.83,3,013/018/059,0.003,0.007,,,,,,3,1/3/4,,,0,2,,,
GSF2450-F1-ECCC5_3162020,rainbow,2020,March,M,51.85,2.64,1,049,0.003,0.007,,,,,,1,4,,,0,3,,,
GSF2450-G1-ECCC6_3162020,rainbow,2020,March,M,48.15,1.98,2,078/104,0.009,0.007,,,,,,2,1/3,,,0,1,,,
GSF2450-H1-ECCC7_3162020,rainbow,2020,March,M,45.2,1.96,1,125,0.003,0.021,,,,,,1,3,,,0,3,,,
GSF2450-A2-ECCC8_3162020,rainbow,2020,March,M,47.79,2.17,3,011/078/104,0.003,0.007,,,,,,2,1/3,,,0,2,,,
GSF2450-B2-ECCC10_3162020,rainbow,2020,March,M,44.2,1.49,3,005/009/124,0.003,0.007,,,,,,1,3,,,0,4,,,
GSF2450-C2-ECCC11_3162020,rainbow,2020,March,M,47.49,1.41,3,004/005/006,0.016,0.007,,,,,,3,2/3/4,,,0,0,,,
GSF2450-D2-ECCC12_3162020,rainbow,2020,March,F,38.7,1.19,3,005/013/124,0.003,0.034,,,,,,2,2/3,,,1,0,,,
GSF2450-E2-ECCC13_3162020,rainbow,2020,March,F,44.18,1.91,2,013/105,0.003,0.007,,,,,,2,3/4,,,0,5,,,
GSF2450-F2-ECCC14_3162020,rainbow,2020,March,M,45.05,1.68,1,009,0.025,0.007,,,,,,1,3,,,0,3,,,
GSF2450-G2-ECCC15_3162020,rainbow,2020,March,,,,3,004/005/006,0.016,0.055,,,,,,3,2/3/4,,,,,,,
GSF2450-H2-ECCC16_3162020,rainbow,2020,March,,,,2,078/104,0.009,0.034,,,,,,2,1/3,,,,,,,
GSF2450-A3-ECCC17_3162020,rainbow,2020,March,F,43.65,1.81,1,125,0.003,0.021,,,,,,1,3,,,0,5,,,
GSF2450-H6-ECCC15_6282019,rainbow,2019,June,M,39.33,0.93,1,124,0.060,0.007,,,,,,1,3,,,0,0,,,
GSF2450-A7-ECCC16_6282019,rainbow,2019,June,M,37.7,0.83,3,003/018/112,0.003,0.123,,,,,,2,1/3,,,0,0,,,
GSF2450-B7-ECCC17_6282019,rainbow,2019,June,,,,2,056/113,0.003,0.007,,,,,,2,1/3,,,0,0,,,
GSF2450-C7-ECCC18_6282019,rainbow,2019,June,F,37,0.95,1,114,0.003,0.007,,,,,,1,2,,,0,0,,,
GSF2450-D7-ECCC19_6282019,rainbow,2019,June,F,38.39,0.97,1,124,0.060,0.007,,,,,,1,3,,,0,0,,,
GSF2450-E7-ECCC20_6282019,rainbow,2019,June,M,34.58,0.86,1,021,0.003,0.123,,,,,,1,3,,,0,0,,,
GSF2450-F7-ECCC10_3102019,rainbow,2019,March,F,41.1,1.23,1,028,0.032,0.007,,,,,,1,1,,,0,1,,,
GSF2450-H7-ECCC20_3102019,rainbow,2019,March,M,36,0.83,1,009,0.025,0.007,,,,,,1,3,,,0,0,,,
GSF2450-A8-ECCC19_3102019,rainbow,2019,March,F,35.5,0.75,2,010/115,0.003,0.055,,,,,,1,3,,,0,0,,,
GSF2450-B8-ECCC18_3102019,rainbow,2019,March,M,34.9,0.76,1,124,0.060,0.007,,,,,,1,3,,,0,0,,,
GSF2450-C8-ECCC17_3102019,rainbow,2019,March,F,33.7,0.8,1,124,0.060,0.123,,,,,,1,3,,,0,0,,,
GSF2450-D8-ECCC16_3102019,rainbow,2019,March,F,34.3,0.79,2,011/013,0.003,0.123,,,,,,2,3/4,,,0,0,,,
GSF2450-E8-ECCC15_3102019,rainbow,2019,March,M,36.8,0.95,1,124,0.060,0.007,,,,,,1,3,,,0,0,,,
GSF2450-F8-ECCC14_3102019,rainbow,2019,March,F,35.2,0.78,1,116,0.006,0.123,,,,,,1,3,,,0,0,,,
GSF2450-G8-ECCC13_3102019,rainbow,2019,March,F,38.7,0.98,2,002/009,0.003,0.014,,,,,,1,3,,,0,0,,,
GSF2450-H8-ECCC12_3102019,rainbow,2019,March,M,41,1.14,2,023/048,0.003,0.007,,,,,,1,3,,,0,1,,,
GSF2450-C10-ECCC16_3162020,rainbow,2020,March,,,,2,078/104,0.009,0.007,,,,,,2,1/3,,,,,,,
GSF2450-D10-ECCC17_3162020,rainbow,2020,March,,,,1,125,0.016,0.021,,,,,,1,3,,,,,,,
GSF2450-E10-ECCC19_3162020,rainbow,2020,March,,,,2,005/117,0.003,0.034,,,,,,1,3,,,,,,,
GSF2450-F10-ECCC20_3162020,rainbow,2020,March,F,34.4,0.81,1,125,0.016,0.007,,,,,,1,3,,,0,0,,,
GSF2450-D12-ECCC1_4212019,rainbow,2019,April,M,45.93,1.67,1,023,0.013,0.034,,,,,,1,3,,,0,0,,,
GSF2450-F12-ECCC17_4062019,rainbow,2019,April,,,,2,080/111,0.003,0.027,,,,,,2,3/4,,,,,,,
GSF2450-G12-ECCC18_4062019,rainbow,2019,April,,,,1,009,0.025,0.007,,,,,,1,3,,,,,,,
GSF2450-H12-ECCC19_4062019,rainbow,2019,April,,,,2,002/014,0.006,0.055,,,,,,2,1/3,,,,,,,
GSF2679-A1-ECCC1_08022020,rainbow,2020,August,M,40.4,0.83,2,004/009,0.003,0.014,,,,,,2,2/3,,,0,0,,,
GSF2679-B1-ECCC2_08022020,rainbow,2020,August,F,41.8,1.10,2,006/124,0.006,0.007,,,,,,2,3/4,,,0,0,,,
GSF2679-C1-ECCC3_08022020,rainbow,2020,August,F,47.0,1.77,1,124,0.060,0.014,,,,,,1,3,,,1,0,,,
GSF2679-D1-ECCC4_08022020,rainbow,2020,August,F,42.1,1.21,1,023,0.013,0.123,,,,,,1,3,,,3,0,,,
GSF2679-E1-ECCC5_08022020,rainbow,2020,August,M,41.8,1.16,4,002/009/048/100,0.003,0.027,,,,,,1,3,,,0,0,,,
GSF2679-F1-ECCC6_08022020,rainbow,2020,August,M,42.7,1.20,1,009,0.025,0.007,,,,,,1,3,,,2,0,,,
GSF2679-G1-ECCC7_08022020,rainbow,2020,August,M,42.1,0.92,2,013/018,0.003,0.055,,,,,,2,1/4,,,0,0,,,
GSF2679-H1-ECCC8_08022020,rainbow,2020,August,F,42.1,1.17,1,030,0.009,0.007,,,,,,1,1,,,0,0,,,
GSF2679-A2-ECCC9_08022020,rainbow,2020,August,F,42.2,1.19,4,004/005/006/124,0.006,0.007,,,,,,3,2/3/4,,,3,0,,,
GSF2679-B2-ECCC10_08022020,rainbow,2020,August,M,43.3,1.40,2,009/010,0.009,0.007,,,,,,1,3,,,0,0,,,
GSF2679-C2-ECCC11_08022020,rainbow,2020,August,M,40.3,1.00,1,004,0.016,0.021,,,,,,1,2,,,0,0,,,
GSF2679-D2-ECCC12_08022020,rainbow,2020,August,F,40.0,0.91,1,018,0.009,0.034,,,,,,1,1,,,1,0,,,
GSF2679-E2-ECCC13_08022020,rainbow,2020,August,F,42.2,1.13,10,002/004/006/009/011/030/049/079/124/126,0.003,0.021,,,,,,4,1/2/3/4,,,0,0,,,
GSF2679-F2-ECCC14_08022020,rainbow,2020,August,M,41.3,0.98,1,078,0.006,0.007,,,,,,1,1,,,0,0,,,
GSF2679-G2-ECCC15_08022020,rainbow,2020,August,M,40.6,0.90,3,005/078/104,0.003,0.014,,,,,,2,1/3,,,0,0,,,
GSF2679-H2-ECCC16_08022020,rainbow,2020,August,M,42.8,1.16,1,013,0.006,0.007,,,,,,1,4,,,3,0,,,
GSF2679-A3-ECCC17_08022020,rainbow,2020,August,F,42.0,1.16,2,048/102,0.003,0.014,,,,,,1,3,,,0,0,,,
GSF2679-B3-ECCC18_08022020,rainbow,2020,August,F,41.2,1.10,1,124,0.060,0.007,,,,,,1,3,,,0,0,,,
GSF2679-C3-ECCC19_08022020,rainbow,2020,August,F,39.5,0.90,1,124,0.060,0.123,,,,,,1,3,,,0,0,,,
GSF2679-D3-ECCC20_08022020,rainbow,2020,August,M,40.1,0.83,1,005,0.013,0.123,,,,,,1,3,,,0,0,,,
GSF2679-D10-ECCC4_06282019,rainbow,2019,June,F,44,2.3,1,122,0.003,0.027,,,,,,1,3,,,0,0,,,
GSF2679-F10-ECCC1_3162020,rainbow,2020,March,M,58.55,4.19,1,100,0.003,0.007,,,,,,1,3,,,3,1,,,
GSF2679-G10-ECCC2_3162020,rainbow,2020,March,M,59.13,3.1,1,011,0.006,0.007,,,,,,1,3,,,0,2,,,
GSF2679-H10-ECCC3_3162020,rainbow,2020,March,M,49.96,2.31,5,013/078/100/102/124,0.003,0.014,,,,,,3,1/3/4,,,2,2,,,
GSF2679-A11-ECCC4_3162020,rainbow,2020,March,M,43.32,1.83,1,018,0.009,0.007,,,,,,1,1,,,0,2,,,
ECCC3R5_4212019,rainbow,2019,April,M,51.88,2.38,2,009/124,0.003,0.021,,,,,,1,3,,,0,0,,,
GSF2303-ECCC4R1_6282019,rainbow,2019,June,F,44,2.3,1,116,0.006,0.007,,,,,,1,3,,,0,0,,,
GSF2679-F9-ECCC2R2_08022020,rainbow,2020,August,F,41.8,1.10,2,006/124,0.006,0.014,,,,,,2,3/4,,,0,0,,,
GSF2450-D5-ECCC13_6282019,rainbow,2019,June,M,41.21,1.34,3,004/078/104,0.003,0.014,,,,,,3,1/2/3,,,0,0,,,
